"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary_for_other_currency","salary_for_tl_currency"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","£ - Sterlin","10.000 ve üzeri",
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Senior","Software Development Manager","Java, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Outsource","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","7 - 10 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Back-end Developer","Node js","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Full Stack Developer","Go, JavaScript | Html | Css, React, React Native","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Yurt Dışı","$ - Dolar","2.000 - 2.999",
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","Kütahya ","$ - Dolar","1000 - 1.999",
"Senior","Full Stack Developer","Php, Vue","10 - 14 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Remote","Bursa","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Front-end Developer","Angular","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Software Architect","Java, .Net, Python, Unity","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","$ - Dolar","3.000 - 3.999",
"Senior","Software Architect","Java","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Middle","Full Stack Developer","Java, React, Angular","3 - 5 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Yurt Dışı","$ - Dolar","3.000 - 3.999",
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Embedded Software Developer","Python, C / C++","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Senior","Full Stack Developer","Php, Go, Python, JavaScript | Html | Css, React, Vue, React Native","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Full Stack Developer","Java, .Net, Python, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","1 - 10 Kişi","Remote","edirne","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Kadın","Startup","1 - 10 Kişi","Remote","İzmir","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Back-end Developer",".Net","15 Yıl ve üzeri","Erkek","Startup","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Remote","Kocaeli","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React, React Native","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Back-end Developer",".Net","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Full Stack Developer","Java, .Net, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Eskişehir","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","Team / Tech Lead","JavaScript | Html | Css, React, React Native, Node","5 - 7 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Ankara","$ - Dolar","3.000 - 3.999",
"Middle","Back-end Developer","JavaScript | Html | Css","3 - 5 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Mobile Application Developer","Java, Swift / Objective C","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İzmir","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Data Scientist","Python","1 - 3 Yıl","Kadın","Outsource","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Back-end Developer",".Net, React","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Software Architect",".Net, JavaScript | Html | Css, React, React Native","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Middle","Full Stack Developer",".Net, React, Angular","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","İzmir","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Full Stack Developer","Java, Vue","3 - 5 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Outsource","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Full Stack Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Full Stack Developer",".Net, React, React Native","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Middle","Back-end Developer","Java, .Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Back-end Developer","Java, C / C++, React","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Data Scientist","Python, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Outsource","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css, Ember","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Ankara","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Software Development Manager",".Net, Go","10 - 14 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"42.000 TL - 42.999 TL"
"Senior","CTO",".Net, Python, React, Angular","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"32.000 TL - 32.999 TL"
"Senior","Team / Tech Lead",".Net, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Junior","Full Stack Developer","Php","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Back-end Developer",".Net, C / C++","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Full Stack Developer","Php, JavaScript | Html | Css","1 - 3 Yıl","Kadın","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Kadın","Kurumsal","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Full Stack Developer","Java, Php, C / C++, JavaScript | Html | Css, Unity","5 - 7 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","$ - Dolar","5.000 - 5.999",
"Junior","QA / Test Automation Developer","Java, Python","0 - 1 Yıl","Kadın","Diğer","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Data Scientist","Python","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","$ - Dolar","1000 - 1.999",
"Junior","Back-end Developer","Abap","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Dijital / Reklam Ajansı","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Software Development Manager","Java, .Net","15 Yıl ve üzeri","Erkek","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"26.000 TL - 26.999 TL"
"Middle","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Diğer","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Software Development Manager","Java, .Net, Python, C / C++, React Native, Unity","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Back-end Developer","Java","5 - 7 Yıl","Kadın","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Middle","Full Stack Developer",".Net, Angular","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Team / Tech Lead","Go, Python, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Team / Tech Lead","Java","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"35.000 TL - 35.999 TL"
"Junior","Front-end Developer","Java, C / C++","0 - 1 Yıl","Erkek","Oyun","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"36.000 TL - 36.999 TL"
"Junior","Back-end Developer","Java, C / C++","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Kadın","Kurumsal","25 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Software Architect","Abap ","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Startup","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Full Stack Developer",".Net, Vue","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Back-end Developer",".Net","10 - 14 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Antalya","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Mobile Application Developer","Kotlin","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Full Stack Developer",".Net","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","Embedded Software Developer","Python, C / C++","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Outsource","100 - 250 Kişi","Remote","Gaziantep","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Mobile Application Developer","JavaScript | Html | Css, Angular, React Native","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Antalya ","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, React, Vue, React Native","10 - 14 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Mobile Application Developer","Swift / Objective C","1 - 3 Yıl","Erkek","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Front-end Developer","Php, JavaScript | Html | Css","3 - 5 Yıl","Kadın","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Full Stack Developer","Php, Python, Kotlin, Swift / Objective C, JavaScript | Html | Css, React, Vue, Angular, Flutter, React Native","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"28.000 TL - 28.999 TL"
"Middle","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Yurt Dışı","$ - Dolar","5.000 - 5.999",
"Senior","Front-end Developer","JavaScript | Html | Css","10 - 14 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","antalya","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Full Stack Developer","Php, Go, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Ofis","Konya","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Software Architect","Php, JavaScript | Html | Css, React, React Native","7 - 10 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Senior","Mobile Application Developer","Java, Kotlin, C / C++","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Junior","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Back-end Developer","Php","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Junior","Back-end Developer","Java, Php, Go, Python, Ruby, Swift / Objective C, C / C++, JavaScript | Html | Css, Flutter","1 - 3 Yıl","Kadın","E-Ticaret","50 - 100 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Team / Tech Lead","Python, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","Ankara","₺ - Türk Lirası",,"32.000 TL - 32.999 TL"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Back-end Developer","Go, Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Yurt Dışı","$ - Dolar","2.000 - 2.999",
"Senior","Back-end Developer","Php, Go, Python","10 - 14 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","Ankara","₺ - Türk Lirası",,"31.000 TL - 31.999 TL"
"Senior","Back-end Developer","Ruby, TypeScript","7 - 10 Yıl","Erkek","Startup","250+","Remote","Paris","€ - Euro","10.000 ve üzeri",
"Senior","Full Stack Developer","JavaScript | Html | Css","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","Dubai","$ - Dolar","5.000 - 5.999",
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","$ - Dolar","2.000 - 2.999",
"Middle","Full Stack Developer","Php, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Front-end Developer","Vue","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Junior","Back-end Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Mobile Application Developer","Kotlin, Flutter","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Front-end Developer","React, React Native","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Software Development Manager","Java, Kotlin, Swift / Objective C","10 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Kocaeli","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Senior","Full Stack Developer","JavaScript | Html | Css, React Native","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Junior","DevOps Engineer","Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Full Stack Developer","Java, Kotlin, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","Helsinki","€ - Euro","7.000 - 7.999",
"Junior","Mobile Application Developer","Swift / Objective C","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","DevOps Engineer","DevOps","15 Yıl ve üzeri","Erkek","Startup","100 - 250 Kişi","Remote","İstanbul","$ - Dolar","8.000 - 8.999",
"Senior","Mobile Application Developer","Swift / Objective C","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","Kocaeli","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Junior","Mobile Application Developer","Flutter","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Junior","DevOps Engineer","Java, Python","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Ankara","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Junior","Data Scientist","Python, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Back-end Developer","Java, Go, Kotlin","3 - 5 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Full Stack Developer","Php, Flutter","5 - 7 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Ofis","İzmir","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","Back-end Developer","Python","1 - 3 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Junior","Game Developer",".Net, Unity","1 - 3 Yıl","Erkek","Oyun","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Middle","Full Stack Developer","Java, .Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Full Stack Developer","Java, .Net, JavaScript | Html | Css, React, Flutter","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","Antalya","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer","Java, Go, Kotlin","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Team / Tech Lead","Java, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Outsource","1 - 10 Kişi","Remote","Londra","£ - Sterlin","8.000 - 8.999",
"Middle","Back-end Developer","Java","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Embedded Software Developer","C / C++","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Project & Product Manager / PO","Java, .Net, JavaScript | Html | Css, Vue","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"41.000 TL - 41.999 TL"
"Senior","DevOps Engineer","kubernetes, aws","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","$ - Dolar","2.000 - 2.999",
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Middle","Back-end Developer","Php","7 - 10 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"40.000 TL - 40.999 TL"
"Senior","Full Stack Developer","Java, .Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Kocaeli ","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Senior","SAP/ABAP/ERP Developer","Abap","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Back-end Developer","Php","15 Yıl ve üzeri","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","€ - Euro","2.000 - 2.999",
"Junior","Front-end Developer","JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","250+","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
